"session","session_id","study_id","iteration","created","modified","ended","expired","consent_text_mandatory","Q2","Q4_oa","Q4_rdm","Q4_fair","Q4_code","Q4_material","Q4_prereg","Q4_rr","Q5_oa","Q5_rdm","Q5_fair","Q5_code","Q5_material","Q5_prereg","Q5_rr","Q6_oa","Q6_rdm","Q6_fair","Q6_code","Q6_material","Q6_prereg","Q6_rr","Q6_oa_comment","Q6_rdm_comment","Q6_fair_comment","Q6_code_comment","Q6_material_comment","Q6_prereg_comment","Q6_rr_comment","Q7_oa","Q7_rdm","Q7_fair","Q7_code","Q7_material","Q7_prereg","Q7_rr","Q7_oa_comment","Q7_rdm_comment","Q7_fair_comment","Q7_code_comment","Q7_material_comment","Q7_prereg_comment","Q7_rr_comment","Q10_oa","Q10_rdm","Q10_fair","Q10_ethics","Q10_privacy","Q10_code","Q10_material","Q10_license","Q10_prereg","Q10_other_1","Q10_other_2","Q10_other_3","Q11_online","Q11_colloquium","Q11_consulting","Q11_mentoring","Q11_network","Q11_other_1","Q11_other_2","Q11_other_3","Q8_nb_pub","Q8_IF","Q8_quality","Q8_author_role","Q8_citation","Q8_grant","Q8_impact","Q8_teaching","Q8_supervision","Q8_services","Q8_citizenship","Q8_awards","Q8_network","Q8_ORPs","Q8_other_1","Q8_other_2","Q8_other_3","Q9_nb_pub","Q9_IF","Q9_quality","Q9_author_role","Q9_citation","Q9_grant","Q9_impact","Q9_teaching","Q9_supervision","Q9_services","Q9_citizenship","Q9_awards","Q9_network","Q9_ORPs","Q9_other_1","Q9_other_2","Q9_other_3","Q13","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q10_recruitment"
"yqu737dC9m0o4MYoc6CDuDYKUnwdMDNf6aaWBUaOzOjvFnOOzLh20k7QF34ErZVe","185899","592","190","2025-01-10 10:26:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gTDk9rHv6QNVIxhv8pO4xotuH82J4LraW9TG2jsKgA4ZTmOgQIkmo6H0To_LKoRB","185900","592","191","2025-01-10 10:26:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JdleEYlYPfr_0TqBWTZLYnwkpSoIqYp558DA1EnsKjpAct1Eetrl95MrH9Dl7fPD","185916","592","192","2025-01-10 11:02:06","2025-01-10 16:19:22","2025-01-10 16:19:22","","1","PIs","practicing","aware","practicing","practicing","na","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","none","unsure","none","none","none","unsure","unsure","","","","","","","","yes","unsure","no","no","no","unsure","unsure","Only that, since the data may not yet be thoroughly peer-reviewed, the readership may get incorrect impressions, which could cause future delays in progress... but I would hold this to be minimal, personally. ","","","","","","","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","useful","useful","useful","useful","useful","","","","considerably","considerably","considerably","considerably","unsure","considerably","unsure","slightly","slightly","slightly","unsure","unsure","moderately","unsure","","","","slightly","slightly","considerably","considerably","considerably","moderately","unsure","considerably","considerably","considerably","considerably","moderately","considerably","considerably","","","","maybe","","","","","","workshop"
"BXGBgMBYgZ7Gn_UmHbOdZxcbI5gufKZiztajD6a1f5BJ11ULgSFP_nUsxw4vPqto","185917","592","193","2025-01-10 11:04:03","2025-01-10 11:21:43","2025-01-10 11:21:43","","1","PIs","aware","using","practicing","practicing","practicing","unsure","unsure","neutral","neutral","beneficial","beneficial","beneficial","detrimental","detrimental","other","infrastructure","infrastructure","none","none","unsure","unsure","","","","","","","","yes","yes","no","no","no","yes","yes","Non-peer-reviewed claims.
Unpublished ideas around for everyone to steal.","Additional Paperwork","","","","Additional Paperwork, often not applicable, results and effect sizes can hardly be predicted in exploratory research.","Additional Paperwork, often not applicable, results and effect sizes can hardly be predicted in exploratory research.","unsure","workshop","workshop","workshop","workshop","workshop","unsure","workshop","workshop","","","","useful","useless","essential","useful","essential","","","","moderately","considerably","slightly","considerably","slightly","considerably","considerably","slightly","none","none","none","moderately","none","none","","","","considerably","considerably","considerably","considerably","considerably","considerably","moderately","moderately","slightly","slightly","none","slightly","slightly","moderately","","","","no","","","","","","none_needed"
"Ho27E1CUe4nwBD2Rahprop5tLIibuliFj4Xrwc61IyBsgVfAcwsQniwYeilLlFBc","185933","592","194","2025-01-10 11:25:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJJ6ZuGW0RcizgVRgmc3Ts44J_xy1vvlbsLkT-T9_WK0VPBpkT4_v8oITc-uun-Y","185934","592","195","2025-01-10 11:25:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOAUtnqbPBlCFoYtiYx2kEr01hEwmPdgcDpTbrlwU9eBPJKc7fcDoo_UF8TPxDwD","185935","592","196","2025-01-10 11:25:18","2025-01-29 10:44:25","","","1","MScStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vm__Hdlzbrpn0X9UW_13PKRx3pYmgjN7v-CmaT0_lHHqvJgPx-N7Q7gh4Xt0vkbH","185936","592","197","2025-01-10 11:25:52","2025-01-10 11:25:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"axBZWDOhf1b2_M1Wotaj3rrQDAXtlCsz38WYU-Zz7u7VE40hYBkEMLBHeiJL3JHd","185984","592","198","2025-01-10 12:54:35","2025-01-10 12:55:08","","","1","PostDocs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8Jmtbiz9dq9_cMVoIuTqKoin9xSEO-wOm-ch1LZBoZe4W_y7IDW_bjpwuCJrI-D","186038","592","199","2025-01-10 14:19:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAr-RjQJj94kVKuuwYFIi5jktTKUeFPsCmqJDYuB5vX48a91uwdgdPDksHF_rM8t","186039","592","200","2025-01-10 14:19:09","2025-01-10 14:47:55","2025-01-10 14:47:55","","1","PostDocs","using","unsure","unsure","aware","practicing","unsure","unsure","beneficial","unsure","unsure","beneficial","beneficial","unsure","unsure","norms","unsure","unsure","none","none","unsure","unsure","","","","","","","","no","unsure","unsure","no","no","unsure","unsure","","","","","","","","written","workshop","written","written","written","workshop","unsure","written","unsure","","","","useful","useful","useful","essential","useful","","","","moderately","moderately","moderately","moderately","moderately","moderately","unsure","unsure","unsure","unsure","slightly","unsure","moderately","unsure","","","","moderately","moderately","moderately","moderately","moderately","slightly","none","none","moderately","unsure","none","none","slightly","unsure","","","","no","","","","","","written"
"-kEMQau8RsEHZjv3KU2Lx0UNoPxc7Pw-Rhb_hVxVy4LpLG09iij3mTuaJ9G5KzbU","186054","592","201","2025-01-10 14:51:57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKmcGjT4Dnm2AEsFrbp6ygQDsg3H98SCWdoH3AY_-yAF2HaPQFKq-SH6m4sjoDz3","186055","592","202","2025-01-10 14:51:57","2025-01-10 15:05:20","2025-01-10 15:05:20","","1","PostDocs","aware","aware","aware","aware","aware","aware","aware","beneficial","unsure","unsure","beneficial","beneficial","unsure","unsure","none","unsure","unsure","unsure","unsure","unsure","unsure","","","","","","","","no","unsure","unsure","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","workshop","workshop","written","written","workshop","","","","useful","useful","essential","essential","essential","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","slightly","slightly","slightly","slightly","considerably","considerably","unsure","","","","moderately","slightly","considerably","moderately","slightly","slightly","slightly","considerably","considerably","moderately","moderately","slightly","moderately","considerably","","","","no","","","","","","written"
"9xsn6s6_ioUVy-ysToVL_TilLu53gd6LfueySX4JjwPzhgp6YntLqLZE36OcIEo9","186083","592","203","2025-01-10 15:41:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26pNvAY6u0aGxZNxGu_UlQ5qU0W1Nl0eGITZyBXqQR9aTNgCA-AZNkdA7IEyDb_i","186084","592","204","2025-01-10 15:41:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"mBnlO2tvaxxpQrue7h2lZ9iGiy6-FUUB0GnLWc0NF6pIL6W-XS8j6nSkIO0fO7SP","186085","592","205","2025-01-10 15:42:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aGuHv4SxgY1TSdAcplVlm-9NcS7J3-g8jyL_amAd-blv4kAFOhgI6v_w-p21cBju","186086","592","206","2025-01-10 15:42:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSXMXu7RDybskmWQLbBrHQ2HT7iV2k_tUFpdiI_N6Ar_fW5iL1BEEFLS6W4XPfkF","186087","592","207","2025-01-10 15:43:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fiU3ZjtX9C9bvnWMZdkVmcy13DX4Hun9wmKWpNWGurzIDKrSN6ZEgxfMBaRF5xHd","186088","592","208","2025-01-10 15:43:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZREQYv31i4sNu9bUb23EkuGTNKK1Gcy5UTyKC9n9LEs40VPXNLY8X-n-eVwd3GU","186089","592","209","2025-01-10 15:43:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FgA_SWIr9OGQQHQ9HTfGHafvpO8ZgPhYbL86X1jFksoz42H4Sc3fXqfJdVkN8eEF","186090","592","210","2025-01-10 15:43:30","2025-01-10 15:47:58","","","1","SupportStaff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X4YifO4D2flkVTwIYM0rmAuLnZ5NLLtf9cY8gnu6GYT0BBWq37xAt3vKVD17pNV2","186091","592","211","2025-01-10 15:43:56","2025-01-10 15:43:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"u1_0LIrGFO9tPwHMxGs0PAI4QmYVlWjieaIr0C6L6Ma0PvZwHTAF_p5wJWzE8L92","186104","592","212","2025-01-10 15:48:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"qkVN519L4EA9YVF_CVSdzBQ6p3A8N8BduQ6HCHzWkaJwg23TPG9UgYahReraEa2j","186107","592","213","2025-01-10 15:52:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"z60-DmFORtdO-VzssqTnA-50i4ZanPcgQkGFB-wQF9kvUQMwgTWL8LOVou5Rp_51","186108","592","214","2025-01-10 15:52:21","2025-01-10 15:52:55","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25bnz4KTeraSJafytHRXqDpeZEz0-PP9IaNSOw1c2mPXjBYVio4OYAqDc95O-ypE","186210","592","215","2025-01-10 19:42:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DqNqJue4f_HEEAqVZDEtz01JOulC0X8kZBqDY0D34IlLRxnjNo7-vcb0gfCd97gR","186211","592","216","2025-01-10 19:42:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KtDXyQHRzkiJP9dB3G1KQqh1fn877JHHU4xtUN64JiAtqnZcMiSXWuw2pRD9BWAw","187262","592","217","2025-01-12 11:40:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tDikbm4SbEkJHz12ZOZAb3SAALoPgXApmP_3G57klEx59mo_oyu8wG9l-D8_Oao4","187263","592","218","2025-01-12 11:40:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U0jHkcAi3uB0oJTgOiv4eXf3KRiG_gG3kgCODVIIqIoyzWTDrunA-4w_iLByP5Up","187292","592","219","2025-01-12 12:48:15","2025-01-12 12:53:29","2025-01-12 12:53:29","","1","PIs","practicing","using","aware","aware","practicing","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","none","unsure","unsure","na","none","na","na","","","","","","","","no","no","unsure","no","no","unsure","unsure","","","","","","","","none_needed","written","written","workshop","workshop","written","written","written","unsure","","","","useful","useful","useful","useful","useful","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","unsure","moderately","slightly","slightly","moderately","slightly","slightly","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","slightly","moderately","slightly","none","slightly","slightly","slightly","","","","","","","","","","written"
"ZT38OrV-Pf7JqxaUzYVwmMECShqYkTFdz-txKzekxKkLUsmtBYwT0BEWffQ14H5g","187369","592","220","2025-01-12 15:38:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T45HJoDkLwBmouQUrVRC33bG3_okmz8ukdzp8rGQnQa9MZnCQxMjRw9JJ0T0N0wp","187370","592","221","2025-01-12 15:38:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xGR75p-lXUKP4N9r-NnsgvMG3RZLc2S5sDakQMDO4rXo1_fmK8ukDfhvdIVnT3hu","187466","592","222","2025-01-12 18:56:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pcAFEmi-AZJOrQg69NsGy0NGUZkiBjsR-e8CzMQyGFLcSVw7FOjKt_n7HyK7jkn4","187467","592","223","2025-01-12 18:56:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13lUgd3Czj1DvVA0hm8XsZ73KixcHr6znEkFgWuwGQqvErCWdGmx0V07Kev_1nW9","187468","592","224","2025-01-12 18:56:19","2025-01-12 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTETwY2T6h6z1ZqEE7uT4yr3orDmqHbsX5tLW2tiNYxbwHd_XiuDlDN808CSuQ0z","187561","592","225","2025-01-12 22:14:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XctR5x9rLpFHEiAdKGfruK9ookdTlnhzDFa1Sc8ahfBSd0Vrylr6W5cuuIG1JJPJ","187562","592","226","2025-01-12 22:14:20","2025-01-12 22:17:38","2025-01-12 22:17:38","","1","MScStudent","practicing","using","using","practicing","practicing","using","using","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","","training","training, incentives, none","incentives","training","training","training","","","","","","","","no","no","no","no","no","no","no","","","","","","","","workshop","workshop","written","workshop","workshop","workshop","written","workshop","written","","","","essential","essential","useful","essential","essential","","","","moderately","considerably","considerably","considerably","considerably","considerably","moderately","slightly","moderately","considerably","considerably","considerably","considerably","considerably","","","","slightly","moderately","considerably","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","considerably","considerably","","","","maybe","","","","","","workshop"
"Wogs7J5X9Ivuo1615LkDR9TwMQlwJULYX97Ah3ySuuGZiDNuschdIeELEJH0CCvN","187569","592","227","2025-01-12 22:23:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fYpKW07RDVh6CMZsgiThDXxTRv-4gVLK8hM8uSdimLtG8vFQhZaYXrodtDlf_V1F","187570","592","228","2025-01-12 22:23:09","2025-01-12 22:26:03","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wpb0mqL1LjajvlqYkWPw_wzVhwwmqUmir0Vd_iL0Wpo_Mklm2OTdIck0VKM74HxQ","187572","592","229","2025-01-12 22:26:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZjuMn_mhIvZqoD5QfG7hl702xPCyg-Mbh4uUguYKqFZEtuh8FJ3Ls-X4xyJdPbI9","187853","592","230","2025-01-13 09:25:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"uJ9krFvGh9qraR17b_lyhhDWneFIs2MtPnub1fFvJhH1U9WfgFfdqO-wfGrpahrX","187854","592","231","2025-01-13 09:25:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KL_U5RyKMjPwCuJAj2uAj9SC1cbrHjX6JNsiDs-xayGaSMurKlzFYckKcqyJ2Qh6","187855","592","232","2025-01-13 09:26:38","2025-01-13 09:26:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vyZoX9Wy7f9yZw4XWadWR5qcVcQvDL6IG1mg10skbC5jl0t4X6uekl_CibJA8qLk","187861","592","233","2025-01-13 09:33:37","2025-01-13 09:43:07","2025-01-13 09:43:07","","1","PIs","using","aware","unsure","practicing","practicing","unsure","unsure","unsure","beneficial","beneficial","beneficial","beneficial","unsure","unsure","incentives","incentives","incentives","none","none","unsure","unsure","","","","","","","","yes","no","no","no","no","unsure","unsure","Value of a preprint not clear and subject to competition/being ""scooped"".","","","","","","","written","workshop","unsure","na","na","na","written","na","na","","","","essential","useful","useful","useful","useful","","","","considerably","considerably","considerably","considerably","considerably","considerably","considerably","moderately","moderately","slightly","moderately","moderately","moderately","slightly","Career stage","Language skills","Gender","moderately","moderately","considerably","moderately","moderately","considerably","considerably","slightly","considerably","moderately","moderately","moderately","moderately","moderately","","","","maybe","","","","","","none_wanted"
"iDfzu8KmhShFZP2r4_mhCi-2eGfiwHlkLEG_Gm0WlTBty_8U8mHAPMZ87EqBt-u3","187863","592","234","2025-01-13 09:34:50","2025-01-13 09:34:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bYf9wYdUnfmzHVCSOIofcAv1XTWixb3PvJvuMUVRHPgz2GTRtWuIfB32SLgB53wg","187865","592","235","2025-01-13 09:37:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"k_zmXqm9PQf3-SlfNUryEwe3DvixzkDZ8WL9urji0KwZzuOoN5apd9SgdpRMwV6b","187866","592","236","2025-01-13 09:37:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ehK7znznFLs6J5BwwKwOPtk0-wLMG5brztUFv1x6GDaLKdNCI5y9Kuw4S_xJKNvv","187912","592","237","2025-01-13 10:30:12","2025-01-13 10:31:20","","","1","SupportStaff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"k6pm2mwP7aFQhDQ-mU_SCNlH6uA_bNPcqrAwd24tUJ0DLOxz6wEnVkvUnQnKJZ1A","187935","592","238","2025-01-13 11:09:36","2025-01-13 11:18:02","2025-01-13 11:18:02","","1","PostDocs","using","unsure","unsure","using","practicing","unsure","unsure","neutral","unsure","unsure","beneficial","beneficial","unsure","unsure","none","training, norms, incentives","training, norms, incentives","none","norms","unsure","unsure","","","","","","","","yes","no","yes","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","written","written","written","workshop","none_wanted","none_wanted","","","","useful","useful","useful","useful","essential","","","","moderately","considerably","considerably","considerably","considerably","considerably","moderately","moderately","moderately","moderately","moderately","slightly","moderately","slightly","","","","slightly","considerably","considerably","slightly","moderately","considerably","moderately","considerably","considerably","moderately","moderately","slightly","slightly","moderately","","","","no","","","","","","written"
"qz7l7OV5TCiQM-cbWvGmgHR9xP-I8SScN-afFIl8_zMb-aYZ_I_GUJGmEifieMjX","187937","592","239","2025-01-13 11:11:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"evyj7VJE01BWm_Ufc1pOgfQmWeL9GO9k47AHwNyk2x-hD62pGCazscvhrNA_BgS0","187938","592","240","2025-01-13 11:11:01","2025-01-13 18:13:46","2025-01-13 18:13:46","","1","PhDStudent","practicing","aware","using","using","practicing","aware","aware","unsure","beneficial","beneficial","beneficial","beneficial","unsure","unsure","none","unsure","unsure","none","none","unsure","unsure","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","none_needed","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","useful","useful","essential","essential","essential","","","","na","na","na","na","na","na","na","na","na","na","na","na","na","na","","","","slightly","slightly","moderately","moderately","slightly","moderately","moderately","unsure","considerably","unsure","none","slightly","moderately","considerably","","","","no","Lecture by Tobias Straub","","","","","workshop"
"ZGfcyIPOKBMhxa1KiMZ_hc5V2nzb1zmPZcJb0x6dj7CoM_dhElonbp_4oK-BfQx7","187952","592","241","2025-01-13 11:42:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSFBYir5nOS8iJXDimg-ifT-8ULnT5Xn1Y80Za8JdmNEbXxeGVeGibzO1feu4jE2","187953","592","242","2025-01-13 11:42:25","2025-01-13 15:55:52","2025-01-13 15:55:52","","1","PostDocs","practicing","na","practicing","practicing","practicing","unsure","unsure","beneficial","neutral","beneficial","beneficial","beneficial","neutral","neutral","norms, incentives, policy","norms, incentives, policy","training, norms, incentives, policy","training, norms, incentives, policy","unsure","unsure","unsure","","","","","","","","no","no","no","no","unsure","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","workshop","workshop","written","written","written","","","","essential","useful","useful","essential","essential","","","","considerably","considerably","slightly","considerably","considerably","considerably","moderately","slightly","slightly","moderately","slightly","unsure","unsure","unsure","","","","moderately","moderately","considerably","moderately","moderately","moderately","considerably","considerably","considerably","considerably","none","slightly","considerably","considerably","","","","no","","","","","","written"
"6n5AmPKNCy53McTUS3xurO2cmtJcGIjKys3ggH9jt1Swbncoc1gDdOxVysQplXJO","187989","592","243","2025-01-13 12:50:03","2025-01-13 12:50:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
